================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
10.11.11.200:49261         <-> 104.16.51.111:443                8 3670 bytes      12 2428 bytes      20 6098 bytes   233.884255000        80.3513
10.11.11.217:62572         <-> 104.254.149.69:443               9 1798 bytes      11 1906 bytes      20 3704 bytes   236.085322000        10.2975
10.11.11.200:49266         <-> 108.177.10.157:443               9 3935 bytes      11 1570 bytes      20 5505 bytes   236.648816000        77.5865
10.11.11.200:49157         <-> 10.11.11.11:49158                8 1860 bytes      11 2659 bytes      19 4519 bytes    19.184352000        27.1900
10.11.11.203:49175         <-> 10.11.11.11:49158                8 1860 bytes      11 2639 bytes      19 4499 bytes    71.504171000        25.2587
10.11.11.195:50138         <-> 12.133.50.21:80                 11 10 kB           8 886 bytes      19 11 kB       135.452900000         0.6007
10.11.11.200:49213         <-> 104.19.199.151:443               8 4006 bytes      11 942 bytes      19 4948 bytes   208.245557000       105.9621
10.11.11.200:49236         <-> 172.217.12.36:443                8 3820 bytes      11 1823 bytes      19 5643 bytes   229.426945000        84.8030
10.11.11.94:51795          <-> 216.58.194.46:443                8 4376 bytes      10 1249 bytes      18 5625 bytes   105.690860000        90.1836
10.11.11.195:50188         <-> 23.203.62.34:443                 9 3353 bytes       9 947 bytes      18 4300 bytes   154.525758000        24.2415
10.11.11.217:62568         <-> 23.204.246.46:80                 8 2807 bytes      10 2646 bytes      18 5453 bytes   225.062665000        31.1325
10.11.11.200:49248         <-> 104.254.149.101:443              8 3062 bytes      10 878 bytes      18 3940 bytes   232.623623000        81.6360
10.11.11.94:52866          <-> 172.217.12.36:443                7 3420 bytes      10 1436 bytes      17 4856 bytes    66.334648000         0.1452
10.11.11.94:40656          <-> 172.217.1.142:443                7 4815 bytes      10 1237 bytes      17 6052 bytes    96.229340000         0.1049
10.11.11.94:41880          <-> 172.217.12.46:443                7 4815 bytes      10 1237 bytes      17 6052 bytes    96.494241000         0.0909
10.11.11.195:50145         <-> 12.133.50.21:80                 10 7848 bytes       7 846 bytes      17 8694 bytes   136.370935000         0.1767
10.11.11.195:50158         <-> 12.133.50.22:80                  8 5371 bytes       9 992 bytes      17 6363 bytes   139.369629000         1.1805
10.11.11.195:50163         <-> 12.133.50.22:80                  9 7134 bytes       8 926 bytes      17 8060 bytes   139.370717000         0.2039
10.11.11.195:50164         <-> 12.133.50.22:80                  8 6020 bytes       9 986 bytes      17 7006 bytes   139.371184000         0.1998
10.11.11.195:50166         <-> 104.16.249.5:443                 8 3144 bytes       9 917 bytes      17 4061 bytes   140.312043000        24.2504
10.11.11.195:50180         <-> 104.16.252.5:443                 8 3145 bytes       9 925 bytes      17 4070 bytes   146.389732000        18.1818
10.11.11.195:50181         <-> 104.16.252.5:443                 8 3145 bytes       9 925 bytes      17 4070 bytes   146.389733000        18.1718
10.11.11.200:49224         <-> 216.58.194.46:443                7 3710 bytes      10 910 bytes      17 4620 bytes   229.032098000        85.1979
10.11.11.200:49231         <-> 172.217.6.162:443                7 4191 bytes      10 882 bytes      17 5073 bytes   229.149345000        85.0806
10.11.11.217:62573         <-> 23.2.165.139:443                 8 4523 bytes       9 1765 bytes      17 6288 bytes   240.754965000         3.9296
10.11.11.200:49276         <-> 34.194.61.181:80                 8 5035 bytes       9 919 bytes      17 5954 bytes   244.751114000        69.5040
10.11.11.121:43712         <-> 64.233.178.105:443               8 3680 bytes       9 1147 bytes      17 4827 bytes   244.758275000         0.1974
10.11.11.121:38016         <-> 64.233.178.99:443                8 3681 bytes       9 1147 bytes      17 4828 bytes   245.226754000         0.1691
10.11.11.200:49169         <-> 10.11.11.11:389                  7 910 bytes       9 2669 bytes      16 3579 bytes    20.924100000         0.3702
10.11.11.203:49167         <-> 10.11.11.11:389                  7 910 bytes       9 2651 bytes      16 3561 bytes    70.583642000         0.3604
10.11.11.203:49187         <-> 10.11.11.11:389                  7 2334 bytes       9 2988 bytes      16 5322 bytes   105.184206000         0.5425
10.11.11.200:49191         <-> 10.11.11.11:389                  7 2334 bytes       9 2998 bytes      16 5332 bytes   113.762581000         0.7876
10.11.11.179:50251         <-> 23.203.62.64:80                  6 2592 bytes      10 2361 bytes      16 4953 bytes   123.133210000        46.9292
10.11.11.195:50149         <-> 12.133.50.21:80                  8 5987 bytes       8 901 bytes      16 6888 bytes   136.381508000         0.1605
10.11.11.195:50157         <-> 12.133.50.22:80                  8 5792 bytes       8 926 bytes      16 6718 bytes   139.369185000         0.2119
10.11.11.195:50165         <-> 104.16.249.5:443                 8 3145 bytes       8 857 bytes      16 4002 bytes   140.312042000        24.2600
10.11.11.195:50187         <-> 23.203.62.34:443                 8 3297 bytes       8 806 bytes      16 4103 bytes   154.526242000        24.2412
10.11.11.200:49233         <-> 108.177.103.157:443              7 3245 bytes       9 825 bytes      16 4070 bytes   229.254914000        84.9806
10.11.11.200:49257         <-> 172.217.12.36:443                9 641 bytes       7 653 bytes      16 1294 bytes   232.975785000        81.2461
10.11.11.200:49267         <-> 108.177.10.157:443               7 3246 bytes       9 823 bytes      16 4069 bytes   236.648817000        77.5867
10.11.11.121:47728         <-> 74.125.30.188:5228               8 1477 bytes       8 1505 bytes      16 2982 bytes   248.136754000         0.2036
10.11.11.200:49156         <-> 10.11.11.11:135                  6 884 bytes       9 1006 bytes      15 1890 bytes    19.144758000        27.2296
10.11.11.200:49158         <-> 10.11.11.11:389                  7 2968 bytes       8 2635 bytes      15 5603 bytes    19.184354000         0.1799
10.11.11.200:49178         <-> 10.11.11.11:389                  7 870 bytes       8 3438 bytes      15 4308 bytes    28.173984000         0.2419
10.11.11.203:49156         <-> 10.11.11.11:389                  7 2968 bytes       8 2617 bytes      15 5585 bytes    68.844004000         0.1997
10.11.11.203:49160         <-> 10.11.11.11:135                  6 884 bytes       9 1006 bytes      15 1890 bytes    69.494048000        27.2688
10.11.11.203:49178         <-> 10.11.11.11:389                  7 870 bytes       8 3420 bytes      15 4290 bytes    78.823183000         0.2004
10.11.11.179:50220         <-> 17.249.57.246:443                7 946 bytes       8 1270 bytes      15 2216 bytes    81.473956000        30.1083
10.11.11.203:49189         <-> 10.11.11.11:389                  7 910 bytes       8 2641 bytes      15 3551 bytes   105.282703000         0.2402
10.11.11.200:49193         <-> 10.11.11.11:389                  7 910 bytes       8 2651 bytes      15 3561 bytes   113.862553000         0.1902
10.11.11.195:50153         <-> 12.133.50.21:80                  7 4230 bytes       8 877 bytes      15 5107 bytes   136.502054000         0.1733
10.11.11.195:50162         <-> 12.133.50.22:80                  7 4141 bytes       8 926 bytes      15 5067 bytes   139.370504000         0.2107
10.11.11.217:62547         <-> 143.204.26.216:80                7 3725 bytes       8 925 bytes      15 4650 bytes   176.077591000        30.2045
10.11.11.121:52332         <-> 34.215.55.47:443                 8 1224 bytes       7 2049 bytes      15 3273 bytes   327.513854000         0.6640
10.11.11.179:50271         <-> 130.211.47.17:443                6 3389 bytes       8 1033 bytes      14 4422 bytes   140.335047000         0.0603
10.11.11.217:62561         <-> 52.94.232.32:80                  6 1469 bytes       8 1426 bytes      14 2895 bytes   198.291767000        30.4603
10.11.11.217:62566         <-> 23.204.246.46:80                 6 1961 bytes       8 1853 bytes      14 3814 bytes   225.053209000        31.1329
10.11.11.217:62567         <-> 23.204.246.46:80                 6 1825 bytes       8 1854 bytes      14 3679 bytes   225.061508000        31.1246
10.11.11.121:52338         <-> 34.215.55.47:443                 7 1226 bytes       7 1249 bytes      14 2475 bytes   329.455909000         0.5867
10.11.11.94:58831          <-> 64.98.145.30:80                  6 1090 bytes       7 926 bytes      13 2016 bytes    91.143291000         5.5301
10.11.11.179:50238         <-> 67.199.248.26:80                 6 3566 bytes       7 895 bytes      13 4461 bytes    97.733692000        41.9856
10.11.11.203:49185         <-> 10.11.11.11:135                  6 628 bytes       7 728 bytes      13 1356 bytes   104.072961000        22.6594
10.11.11.195:50144         <-> 12.133.50.21:80                  8 5703 bytes       5 721 bytes      13 6424 bytes   136.043914000         0.3782
10.11.11.195:50154         <-> 12.133.50.22:80                  7 4487 bytes       6 806 bytes      13 5293 bytes   139.368662000         0.2065
10.11.11.195:50156         <-> 12.133.50.22:80                  7 4025 bytes       6 806 bytes      13 4831 bytes   139.368972000         0.1850
10.11.11.195:50176         <-> 31.13.93.26:443                  6 3402 bytes       7 629 bytes      13 4031 bytes   140.473978000        49.5606
10.11.11.217:62563         <-> 104.100.226.86:80                6 3118 bytes       7 794 bytes      13 3912 bytes   204.329566000        30.5020
10.11.11.200:49217         <-> 13.33.255.31:80                  5 1276 bytes       8 1338 bytes      13 2614 bytes   220.416890000        93.8379
10.11.11.121:42210         <-> 113.29.141.91:5242               6 919 bytes       7 1206 bytes      13 2125 bytes   245.503357000        89.9825
10.11.11.121:52334         <-> 34.215.55.47:443                 6 1277 bytes       7 1306 bytes      13 2583 bytes   328.216728000         0.6368
10.11.11.121:52336         <-> 34.215.55.47:443                 6 743 bytes       7 1186 bytes      13 1929 bytes   328.933049000         0.4760
10.11.11.121:52340         <-> 34.215.55.47:443                 6 996 bytes       7 1358 bytes      13 2354 bytes   330.236986000         0.6350
10.11.11.200:49161         <-> 10.11.11.11:88                   6 1992 bytes       6 2022 bytes      12 4014 bytes    19.327644000         0.0234
10.11.11.200:49165         <-> 10.11.11.11:88                   6 1992 bytes       6 2022 bytes      12 4014 bytes    19.996432000         0.0279
10.11.11.200:49167         <-> 10.11.11.11:88                   6 1932 bytes       6 1983 bytes      12 3915 bytes    20.884523000         0.0326
10.11.11.200:49168         <-> 10.11.11.11:88                   6 1862 bytes       6 1846 bytes      12 3708 bytes    20.924098000         0.0292
10.11.11.200:49175         <-> 10.11.11.11:88                   6 1842 bytes       6 1838 bytes      12 3680 bytes    21.184115000         0.0620
10.11.11.200:49181         <-> 10.11.11.11:88                   6 1904 bytes       6 1949 bytes      12 3853 bytes    28.354397000         0.0345
10.11.11.203:49159         <-> 10.11.11.11:88                   6 1974 bytes       6 2004 bytes      12 3978 bytes    68.983800000         0.0343
10.11.11.203:49164         <-> 10.11.11.11:88                   6 1974 bytes       6 2004 bytes      12 3978 bytes    69.705874000         0.0309
10.11.11.203:49166         <-> 10.11.11.11:88                   6 1912 bytes       6 1964 bytes      12 3876 bytes    70.546786000         0.0270
10.11.11.203:49168         <-> 10.11.11.11:88                   6 1841 bytes       6 1826 bytes      12 3667 bytes    70.583643000         0.0272
10.11.11.203:49174         <-> 10.11.11.11:88                   6 1824 bytes       6 1822 bytes      12 3646 bytes    70.835131000         0.0600
10.11.11.200:49184         <-> 10.11.11.11:88                   6 1842 bytes       6 1838 bytes      12 3680 bytes    78.443216000         0.0430
10.11.11.203:49181         <-> 10.11.11.11:88                   6 1884 bytes       6 1930 bytes      12 3814 bytes    78.983584000         0.0310
10.11.11.203:49184         <-> 10.11.11.11:88                   6 1874 bytes       6 1853 bytes      12 3727 bytes   103.752793000         0.0408
10.11.11.203:49186         <-> 10.11.11.11:88                   6 1996 bytes       6 2026 bytes      12 4022 bytes   104.622740000         0.0267
10.11.11.203:49188         <-> 10.11.11.11:88                   6 1980 bytes       6 2008 bytes      12 3988 bytes   105.222719000         0.0271
10.11.11.203:49191         <-> 10.11.11.11:88                   6 1980 bytes       6 2008 bytes      12 3988 bytes   105.383117000         0.0502
10.11.11.203:49192         <-> 10.11.11.11:88                   6 1846 bytes       6 1842 bytes      12 3688 bytes   105.433019000         0.0435
10.11.11.200:49187         <-> 10.11.11.11:88                   6 1886 bytes       6 1864 bytes      12 3750 bytes   112.723500000         0.0394
10.11.11.200:49188         <-> 10.11.11.11:135                  5 562 bytes       7 728 bytes      12 1290 bytes   113.052602000        14.6197
10.11.11.200:49190         <-> 10.11.11.11:88                   6 2006 bytes       6 2036 bytes      12 4042 bytes   113.143821000         0.0645
10.11.11.200:49192         <-> 10.11.11.11:88                   6 1990 bytes       6 2018 bytes      12 4008 bytes   113.802597000         0.0306
10.11.11.200:49196         <-> 10.11.11.11:88                   6 1856 bytes       6 1851 bytes      12 3707 bytes   113.986633000         0.0219
10.11.11.200:49197         <-> 10.11.11.11:135                  5 562 bytes       7 728 bytes      12 1290 bytes   128.102361000        14.5647
10.11.11.203:49195         <-> 10.11.11.11:88                   6 1824 bytes       6 1822 bytes      12 3646 bytes   128.441774000         0.0434
10.11.11.195:50147         <-> 12.133.50.21:80                  6 2190 bytes       6 798 bytes      12 2988 bytes   136.376407000         0.1675
10.11.11.145:41835         <-> 173.194.67.188:5228              4 368 bytes       8 640 bytes      12 1008 bytes   137.213146000       692.3378
10.11.11.195:50171         <-> 172.217.6.170:80                 5 1463 bytes       7 854 bytes      12 2317 bytes   140.319291000       105.1157
10.11.11.195:50175         <-> 31.13.93.26:443                  6 3402 bytes       6 569 bytes      12 3971 bytes   140.473753000        49.5608
10.11.11.195:50179         <-> 12.133.50.21:80                  6 2199 bytes       6 827 bytes      12 3026 bytes   140.513762000         0.1825
10.11.11.179:50284         <-> 143.204.29.37:80                 5 2086 bytes       7 833 bytes      12 2919 bytes   152.665654000        30.5120
10.11.11.217:62526         <-> 172.217.6.170:80                 5 1691 bytes       7 891 bytes      12 2582 bytes   153.940394000        30.5201
10.11.11.203:49197         <-> 10.11.11.11:135                  5 562 bytes       7 728 bytes      12 1290 bytes   178.281833000        38.4765
10.11.11.200:49228         <-> 172.217.1.136:443                5 449 bytes       7 687 bytes      12 1136 bytes   229.058398000        85.1716
10.11.11.200:49242         <-> 52.86.104.177:80                 6 1152 bytes       6 765 bytes      12 1917 bytes   232.590936000        81.6614
10.11.11.200:49254         <-> 172.217.6.162:443                5 425 bytes       7 666 bytes      12 1091 bytes   232.862526000        81.3652
10.11.11.200:49263         <-> 89.187.164.66:80                 5 2283 bytes       7 764 bytes      12 3047 bytes   236.643163000        77.5868
10.11.11.121:41374         <-> 27.0.236.160:5242                5 657 bytes       7 878 bytes      12 1535 bytes   245.066942000         0.6239
10.11.11.200:49280         <-> 10.11.11.11:88                   6 1976 bytes       6 2004 bytes      12 3980 bytes   936.719091000         0.0273
10.11.11.203:49223         <-> 10.11.11.11:88                   6 1958 bytes       6 1986 bytes      12 3944 bytes   988.428248000         0.0301
10.11.11.200:49174         <-> 10.11.11.11:88                   5 1922 bytes       6 2004 bytes      11 3926 bytes    21.144567000         0.0397
10.11.11.11:445            <-> 10.11.11.200:49276               0 0 bytes        11 604 bytes      11 604 bytes    67.177230000        20.0767
10.11.11.203:49173         <-> 10.11.11.11:88                   5 1904 bytes       6 1986 bytes      11 3890 bytes    70.793932000         0.0414
10.11.11.200:49183         <-> 10.11.11.11:88                   5 1922 bytes       6 2004 bytes      11 3926 bytes    78.403136000         0.0402
10.11.11.200:49195         <-> 10.11.11.11:88                   5 1936 bytes       6 2018 bytes      11 3954 bytes   113.942587000         0.0442
10.11.11.179:50263         <-> 151.101.50.2:80                  5 654 bytes       6 935 bytes      11 1589 bytes   127.203383000         0.0728
10.11.11.179:50264         <-> 151.101.50.2:80                  5 654 bytes       6 936 bytes      11 1590 bytes   127.205339000         0.0711
10.11.11.203:49194         <-> 10.11.11.11:88                   5 1904 bytes       6 1986 bytes      11 3890 bytes   128.402315000         0.0396
10.11.11.195:50141         <-> 12.133.50.21:80                  5 1020 bytes       6 745 bytes      11 1765 bytes   136.035005000         0.3835
10.11.11.195:50150         <-> 12.133.50.21:80                  5 923 bytes       6 784 bytes      11 1707 bytes   136.384573000         0.1886
10.11.11.195:50151         <-> 12.133.50.21:80                  5 1641 bytes       6 780 bytes      11 2421 bytes   136.492708000         0.1710
10.11.11.195:50169         <-> 104.17.213.204:80                5 1175 bytes       6 722 bytes      11 1897 bytes   140.318020000       105.1176
10.11.11.195:50178         <-> 12.133.50.21:80                  5 1858 bytes       6 824 bytes      11 2682 bytes   140.513218000         0.1871
10.11.11.179:50279         <-> 66.171.225.75:80                 5 2135 bytes       6 724 bytes      11 2859 bytes   144.506112000         0.0933
10.11.11.195:50186         <-> 12.133.50.21:80                  5 1456 bytes       6 647 bytes      11 2103 bytes   148.541226000         0.1709
10.11.11.179:50287         <-> 34.98.72.95:80                   5 1992 bytes       6 893 bytes      11 2885 bytes   156.786255000        44.1696
10.11.11.203:49198         <-> 10.11.11.11:49155                4 540 bytes       7 885 bytes      11 1425 bytes   178.321523000        38.4368
10.11.11.200:49275         <-> 98.138.71.149:80                 5 952 bytes       6 866 bytes      11 1818 bytes   240.900074000        73.3583
10.11.11.200:49278         <-> 52.207.88.186:80                 5 1504 bytes       6 1012 bytes      11 2516 bytes   248.812674000        65.4375
10.11.11.11:135            <-> 10.11.11.200:49166               0 0 bytes        11 604 bytes      11 604 bytes   529.044510000        10.1375
10.11.11.11:49155          <-> 10.11.11.200:49167               0 0 bytes        11 604 bytes      11 604 bytes   529.088976000        10.1086
10.11.11.11:135            <-> 10.11.11.200:49175               0 0 bytes        11 604 bytes      11 604 bytes   532.645740000        10.1242
10.11.11.11:135            <-> 10.11.11.200:49176               0 0 bytes        11 604 bytes      11 604 bytes   532.692578000        10.1241
10.11.11.11:49158          <-> 10.11.11.200:49177               0 0 bytes        11 604 bytes      11 604 bytes   532.723714000        10.0306
10.11.11.11:49155          <-> 10.11.11.200:49178               0 0 bytes        11 604 bytes      11 604 bytes   532.723794000        10.0306
10.11.11.200:49170         <-> 10.11.11.11:88                   5 428 bytes       5 2935 bytes      10 3363 bytes    20.955214000         0.0168
10.11.11.200:49172         <-> 10.11.11.11:88                   5 388 bytes       5 1933 bytes      10 2321 bytes    21.034569000         0.0338
10.11.11.94:59847          <-> 216.58.194.35:80                 4 355 bytes       6 470 bytes      10 825 bytes    63.966143000         2.5075
10.11.11.203:49169         <-> 10.11.11.11:88                   5 427 bytes       5 2898 bytes      10 3325 bytes    70.614000000         0.0088
10.11.11.203:49171         <-> 10.11.11.11:88                   5 388 bytes       5 1915 bytes      10 2303 bytes    70.683886000         0.0366
10.11.11.179:50224         <-> 23.77.84.211:80                  4 810 bytes       6 769 bytes      10 1579 bytes    90.669006000        49.0451
10.11.11.179:50226         <-> 13.249.79.119:80                 4 898 bytes       6 811 bytes      10 1709 bytes    90.670847000        49.0460
10.11.11.179:50228         <-> 13.249.79.119:80                 4 901 bytes       6 799 bytes      10 1700 bytes    90.672010000        49.0442
10.11.11.179:50239         <-> 13.33.255.51:80                  4 1032 bytes       6 760 bytes      10 1792 bytes   102.751596000        36.9898
10.11.11.179:50252         <-> 172.217.9.134:80                 4 889 bytes       6 856 bytes      10 1745 bytes   123.133472000        46.9177
10.11.11.179:50267         <-> 66.171.225.80:80                 4 1185 bytes       6 710 bytes      10 1895 bytes   134.182128000         0.0752
10.11.11.195:50148         <-> 12.133.50.21:80                  5 1735 bytes       5 740 bytes      10 2475 bytes   136.378454000         0.1667
10.11.11.179:50274         <-> 13.33.255.72:80                  4 1408 bytes       6 897 bytes      10 2305 bytes   140.433573000        60.5445
10.11.11.179:50278         <-> 66.171.225.80:80                 4 1185 bytes       6 712 bytes      10 1897 bytes   144.502114000         0.0845
10.11.11.217:62538         <-> 172.217.6.142:80                 4 355 bytes       6 1080 bytes      10 1435 bytes   161.621107000        30.2546
10.11.11.200:49216         <-> 13.33.252.19:80                  6 336 bytes       4 246 bytes      10 582 bytes   212.316255000       101.9310
10.11.11.200:49227         <-> 172.217.9.134:80                 4 1275 bytes       6 920 bytes      10 2195 bytes   229.042951000        85.1870
10.11.11.121:37058         <-> 74.125.30.94:80                  5 440 bytes       5 565 bytes      10 1005 bytes   244.721622000         0.1110
10.11.11.200:49160         <-> 10.11.11.11:88                   4 1871 bytes       5 618 bytes       9 2489 bytes    19.266745000         0.0611
10.11.11.200:49164         <-> 10.11.11.11:88                   4 1871 bytes       5 618 bytes       9 2489 bytes    19.944334000         0.0522
10.11.11.200:49180         <-> 10.11.11.11:88                   4 1871 bytes       5 618 bytes       9 2489 bytes    28.314257000         0.0403
10.11.11.203:49158         <-> 10.11.11.11:88                   4 1852 bytes       5 617 bytes       9 2469 bytes    68.943550000         0.0404
10.11.11.203:49163         <-> 10.11.11.11:88                   4 1852 bytes       5 617 bytes       9 2469 bytes    69.645919000         0.0601
10.11.11.203:49180         <-> 10.11.11.11:88                   4 1852 bytes       5 617 bytes       9 2469 bytes    78.943401000         0.0403
10.11.11.203:49183         <-> 10.11.11.11:88                   4 1853 bytes       5 606 bytes       9 2459 bytes   103.712744000         0.0402
10.11.11.200:49186         <-> 10.11.11.11:88                   4 1864 bytes       5 607 bytes       9 2471 bytes   112.682861000         0.0407
10.11.11.200:49159         <-> 10.11.11.11:88                   4 532 bytes       4 482 bytes       8 1014 bytes    19.225378000         0.0321
10.11.11.200:49163         <-> 10.11.11.11:88                   4 532 bytes       4 482 bytes       8 1014 bytes    19.884927000         0.0399
10.11.11.200:49179         <-> 10.11.11.11:88                   4 532 bytes       4 482 bytes       8 1014 bytes    28.254039000         0.0406
10.11.11.203:49157         <-> 10.11.11.11:88                   4 530 bytes       4 481 bytes       8 1011 bytes    68.884463000         0.0390
10.11.11.203:49162         <-> 10.11.11.11:88                   4 530 bytes       4 481 bytes       8 1011 bytes    69.573652000         0.0572
10.11.11.203:49179         <-> 10.11.11.11:88                   4 530 bytes       4 481 bytes       8 1011 bytes    78.884913000         0.0384
10.11.11.203:49182         <-> 10.11.11.11:88                   4 472 bytes       4 470 bytes       8 942 bytes   103.623393000         0.0699
10.11.11.217:62575         <-> 35.185.55.255:80                 4 1219 bytes       4 1001 bytes       8 2220 bytes   256.427194000        20.1187
10.11.11.217:62576         <-> 35.185.55.255:80                 4 1148 bytes       4 1001 bytes       8 2149 bytes   256.427194000        20.1182
10.11.11.200:49185         <-> 10.11.11.11:88                   3 420 bytes       4 471 bytes       7 891 bytes   112.643059000         0.0399
10.11.11.195:50170         <-> 104.17.213.204:80                2 120 bytes       5 306 bytes       7 426 bytes   140.318263000       124.0290
10.11.11.200:49200         <-> 13.33.255.37:80                  2 120 bytes       5 306 bytes       7 426 bytes   200.142572000       132.9680
10.11.11.200:49199         <-> 13.33.255.37:80                  2 120 bytes       5 306 bytes       7 426 bytes   202.148047000       265.0570
10.11.11.200:49218         <-> 13.33.255.31:80                  2 120 bytes       5 306 bytes       7 426 bytes   220.417364000       112.6932
10.11.11.200:49241         <-> 52.86.104.177:80                 3 174 bytes       4 246 bytes       7 420 bytes   232.589575000        81.6606
10.11.11.200:49262         <-> 89.187.164.66:80                 3 174 bytes       4 246 bytes       7 420 bytes   236.643162000        77.5810
10.11.11.200:49277         <-> 52.207.88.186:80                 3 174 bytes       4 246 bytes       7 420 bytes   248.812673000        65.4406
10.11.11.94:59849          <-> 216.58.194.35:80                 2 140 bytes       4 272 bytes       6 412 bytes    64.358110000        27.3684
10.11.11.195:50168         <-> 172.217.12.42:80                 2 120 bytes       4 246 bytes       6 366 bytes   140.315279000       105.1204
10.11.11.195:50173         <-> 172.217.6.170:80                 2 120 bytes       4 246 bytes       6 366 bytes   140.319875000       105.1158
10.11.11.195:50185         <-> 12.133.50.21:80                  2 120 bytes       4 246 bytes       6 366 bytes   148.541225000        71.3236
10.11.11.200:49226         <-> 172.217.9.134:80                 2 120 bytes       4 246 bytes       6 366 bytes   229.042950000        85.1870
10.11.11.121:60322         <-> 173.236.251.15:80                3 206 bytes       3 206 bytes       6 412 bytes   259.838522000        60.2750
10.11.11.200:49281         <-> 10.11.11.11:389                  3 174 bytes       3 180 bytes       6 354 bytes   936.899562000         0.0329
10.11.11.200:49282         <-> 10.11.11.11:389                  3 174 bytes       3 180 bytes       6 354 bytes   937.119288000         0.0464
10.11.11.200:49283         <-> 10.11.11.11:389                  3 174 bytes       3 180 bytes       6 354 bytes   937.177490000         0.0214
10.11.11.200:49284         <-> 10.11.11.11:389                  3 174 bytes       3 180 bytes       6 354 bytes   937.209075000         0.0347
10.11.11.203:49224         <-> 10.11.11.11:389                  3 174 bytes       3 180 bytes       6 354 bytes   988.578376000         0.0224
10.11.11.203:49225         <-> 10.11.11.11:389                  3 174 bytes       3 180 bytes       6 354 bytes   988.728817000         0.0220
10.11.11.203:49226         <-> 10.11.11.11:389                  3 174 bytes       3 180 bytes       6 354 bytes   988.768211000         0.0240
10.11.11.203:49227         <-> 10.11.11.11:389                  3 174 bytes       3 180 bytes       6 354 bytes   988.809194000         0.0217
17.57.144.86:5223          <-> 10.11.11.179:50122               2 120 bytes       2 185 bytes       4 305 bytes    29.552740000         0.0027
216.58.194.35:80           <-> 10.11.11.94:59830                2 132 bytes       2 132 bytes       4 264 bytes    70.162140000         0.1510
10.11.11.200:49274         <-> 98.138.71.149:80                 2 120 bytes       2 126 bytes       4 246 bytes   240.900073000        63.3010
10.11.11.179:50218         <-> 17.57.144.85:5223                1 74 bytes        2 138 bytes       3 212 bytes    28.818755000         0.1710
10.11.11.203:49199         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   221.642296000         9.0267
10.11.11.203:49200         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   251.034326000         9.0255
10.11.11.203:49201         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   295.653204000         9.0112
10.11.11.203:49202         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   325.054463000         9.0208
10.11.11.203:49203         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   354.408320000         9.0277
10.11.11.203:49204         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   391.894108000         9.0120
10.11.11.203:49205         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   429.413533000         9.0116
10.11.11.203:49206         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   458.832780000         9.0141
10.11.11.203:49207         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   500.387342000         9.0182
10.11.11.203:49208         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   533.854357000         9.0136
10.11.11.203:49209         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   562.248126000         9.0122
10.11.11.203:49210         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   595.708100000         9.0163
10.11.11.203:49211         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   629.163845000         9.0218
10.11.11.203:49212         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   662.631256000         9.0164
10.11.11.203:49213         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   704.209597000         9.0130
10.11.11.203:49214         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   737.661273000         9.0082
10.11.11.203:49215         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   771.134037000         9.0134
10.11.11.203:49216         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   804.576049000         9.0186
10.11.11.203:49217         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   838.055814000         9.0166
10.11.11.203:49218         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   871.501076000         8.9896
10.11.11.203:49219         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes   913.082570000         9.0108
10.11.11.203:49220         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   946.556180000         9.0156
10.11.11.203:49221         <-> 138.201.6.195:443                0 0 bytes         3 194 bytes       3 194 bytes   980.025766000         9.0088
10.11.11.203:49228         <-> 5.188.108.58:443                 0 0 bytes         3 194 bytes       3 194 bytes  1009.416912000         9.0234
